gene_ID,ks_stat,gene_length,mutant_counts,co_counts
His4:CG33893,0.06626932927416224,104,88,90
His3:CG33827,0.22397602650563214,137,185,159
His4:CG33891,0.06626932927416224,104,88,90
His3:CG33830,0.22397602650563214,137,185,159
Lamp1,0.05462007177154293,319,1074,1090
Df31,0.07637002774194157,184,2638,4785
Df31,0.07637002774194157,184,2638,4785
Df31,0.07637002774194157,184,2638,4785
eEF2,0.044910970061836974,845,7117,9425
eEF2,0.044910970061836974,845,7117,9425
eEF2,0.044910970061836974,845,7117,9425
CG1416,0.06640794345556833,355,540,595
CG1416,0.06640794345556833,355,540,595
CG1416,0.06640794345556833,355,540,595
RpL21,0.08883884310364043,160,1090,1571
RpL21,0.08883884310364043,160,1090,1571
RpL21,0.08883884310364043,160,1090,1571
Tif-IA,0.05284199469201867,612,432,500
Marf1,0.03950228681964485,1273,1070,2071
Marf1,0.03950228681964485,1273,1070,2071
Marf1,0.03972291846074061,1295,1070,2072
Marf1,0.03983727976185547,1306,1070,2075
Marf1,0.03983727976185547,1306,1070,2075
RpL5,0.0951041840505285,300,2635,3399
RpL5,0.0951041840505285,300,2635,3399
RpL5,0.0951041840505285,300,2635,3399
RpL5,0.0951041840505285,300,2635,3399
CG17493,0.17047412643924975,183,137,179
CG17493,0.17047412643924975,183,137,179
CG17493,0.17047412643924975,183,137,179
CG40439,0.19388351942869803,172,117,98
Tim23,0.04788526106868962,207,386,340
rl,0.19801186065282844,377,416,415
rl,0.21384761807942504,191,189,111
rl,0.19801186065282844,377,416,415
rl,0.19801186065282844,377,416,415
rl,0.22554314965443908,332,366,365
rl,0.19801186065282844,377,416,415
rl,0.10748185980299318,267,244,308
CG40191,0.2344652654856838,379,229,232
CG40191,0.2344652654856838,379,229,232
CG40191,0.2347042621098019,397,229,232
CG40191,0.2344652654856838,379,229,232
CG40191,0.2145528730882188,269,189,153
Yeti,0.0901978606046987,242,455,433
Yeti,0.0901978606046987,242,455,433
CG17691,0.11923413853979281,365,389,338
CG17691,0.09475754722191265,107,103,108
CG17691,0.11923413853979281,365,389,338
Haspin,0.09778800960935413,567,321,409
CG17683,0.09453427935361092,297,175,219
CG17683,0.07403265642990364,431,217,281
Stlk,0.1409222255508229,347,186,185
Stlk,0.1409222255508229,347,186,185
CG14464,0.13073451788226242,117,370,338
CG14464,0.13073451788226242,117,370,338
CG10465,0.23524964622861888,302,202,183
CG10417,0.08110587721676443,663,342,402
CG10417,0.08110587721676443,663,342,402
Fis1,0.07468084383996598,155,264,282
Fis1,0.08672823822844994,149,246,274
CG17508,0.12712891302263252,195,171,150
CG17508,0.06796615533185485,322,237,200
Not3,0.15015095070234707,845,470,554
Not3,0.15015095070234707,845,470,554
Cndp2,0.0919529114618621,479,655,802
Cndp2,0.09590775410107716,432,610,740
vlc,0.04744216280475311,606,355,457
vlc,0.04626487422457931,584,349,447
vlc,0.04744216280475311,606,355,457
vlc,0.04744216280475311,606,355,457
vlc,0.04744216280475311,606,355,457
vlc,0.04744216280475311,606,355,457
vlc,0.04744216280475311,606,355,457
vlc,0.04744216280475311,606,355,457
l(2)09851,0.11884015646618795,457,351,470
l(2)09851,0.11884015646618795,457,351,470
Act42A,0.06043736039491565,377,3175,3482
Vha16-1,0.06268755672886694,160,1182,1268
Vha16-1,0.06268755672886694,160,1182,1268
Vha16-1,0.06268755672886694,160,1182,1268
Vha16-1,0.06268755672886694,160,1182,1268
geminin,0.1412880380230377,193,198,241
geminin,0.1412880380230377,193,198,241
CG17266,0.11217294949073287,184,103,175
CG17266,0.11217294949073287,184,103,175
Rab2,0.12551732379235936,214,418,481
Rab2,0.12551732379235936,214,418,481
Eb1,0.05734892210197562,291,546,586
Eb1,0.057348922101923994,292,546,586
Eb1,0.043084854657031824,298,410,467
Eb1,0.057348922101923994,292,546,586
Eb1,0.057348922101923994,292,546,586
Eb1,0.057348922101923994,292,546,586
CG3420,0.10533068757191955,137,217,283
CG3420,0.10533068757191955,137,217,283
SdhB,0.17807145903113705,298,283,383
CG15237,0.12987641555162177,119,60,145
Tsp42Ea,0.09143053403992274,227,436,697
Tsp42Ea,0.09143053403992274,227,436,697
Tsp42Ea,0.09143053403992274,227,436,697
Tsp42Ee,0.0804750749866022,229,1577,2006
Tsp42Ee,0.0804750749866022,229,1577,2006
Dhx15,0.07481187505859777,730,402,524
Dhx15,0.07481187505859777,730,402,524
Glo1,0.39258790101876784,177,209,359
Inos,0.06221499585351509,566,390,632
p47,0.12932920029439554,408,414,461
Aldh-III,0.0807056645146354,499,256,326
Aldh-III,0.0807056645146354,499,256,326
Aldh-III,0.0807056645146354,499,256,326
Aldh-III,0.0833538406538532,498,251,321
Aldh-III,0.0807056645146354,499,256,326
dpa,0.04916325170159247,867,763,1048
dpa,0.04916325170159247,867,763,1048
Drat,0.05753659201644945,382,340,360
Drat,0.05753659201644945,382,340,360
Drat,0.05753659201644945,382,340,360
Drat,0.08560606866268604,435,393,381
Cyt-b5,0.0856039036751357,135,202,317
Cyt-b5,0.164395222981077,124,119,195
CG1598,0.04742852691389721,337,271,267
boca,0.19105705310816712,181,102,128
Rpt1,0.07281417540390422,434,938,1284
mRpL52,0.11255347577506891,127,83,91
CG12107,0.10584527296766394,136,164,215
Gdap2,0.2246860881570285,218,128,203
Gdap2,0.22197986960835614,226,129,204
CG46385,0.14082932111890717,530,391,769
CG46385,0.13522355851524387,561,400,784
CG46385,0.13934155985302066,791,414,796
CG46385,0.14082932111890717,530,391,769
CG46385,0.10765848470968206,878,620,1113
CG46385,0.10258263486275618,1108,634,1125
CanB2,0.1424771262436213,171,188,209
CanB2,0.1424771262436213,171,188,209
Gapdh1,0.052698088879605254,333,1906,2256
Gapdh1,0.052698088879605254,333,1906,2256
cathD,0.05150486344553307,393,2497,3372
cathD,0.05150486344553307,393,2497,3372
cathD,0.05150486344553307,393,2497,3372
Prosalpha1,0.06147077086045255,245,1562,2107
Prosalpha1,0.06147077086045255,245,1562,2107
CG30382,0.06123866998280955,245,1562,2109
CG30382,0.06123866998280955,245,1562,2109
CG12159,0.11401084621639557,198,149,212
CG12159,0.14658918147276212,203,163,218
Cul1,0.08434930568668242,775,406,694
Cul1,0.08434930568668242,775,406,694
Cul1,0.08434930568668242,775,406,694
Cul1,0.08434930568668242,775,406,694
CG8728,0.09411233105734099,557,298,414
CG2915,0.04343938881211051,454,370,359
CG2915,0.04343938881211051,454,370,359
Nup44A,0.11251297248427583,355,234,317
Nup44A,0.11251297248427583,355,234,317
Nup44A,0.11251297248427583,355,234,317
lig,0.10095179934309731,1418,1353,2230
lig,0.10168897979657951,1262,1337,2209
lig,0.09508768074061777,1301,1363,2285
lig,0.0975396049230384,1331,1428,2340
lig,0.09756954789171532,1333,1430,2342
lig,0.09732337934257129,1344,1430,2344
lig,0.09756954789171532,1333,1430,2342
lig,0.09756954789171532,1333,1430,2342
lig,0.09732337934257129,1344,1430,2344
lig,0.09756954789171532,1333,1430,2342
lig,0.09860113204922735,1376,1375,2272
lig,0.11085808899451938,1080,1067,1841
Vps28,0.14703903416636752,211,148,186
Vps28,0.14703903416636752,211,148,186
Nup50,0.13102531398755146,565,342,464
Pabp2,0.21818603338321413,225,114,254
Pabp2,0.21818603338321413,225,114,254
pnut,0.1310847450642676,540,330,592
pnut,0.1310847450642676,540,330,592
CSN7,0.11993900258342116,279,338,609
Mal-A5,0.04278039770062236,612,810,1203
Mal-A5,0.040419517027699636,631,825,1228
Mal-A5,0.050716832889655006,535,732,1103
CG8635,0.07811972714767801,405,345,504
CG8635,0.07811972714767801,405,345,504
Acsl,0.07327089684829993,716,1032,1088
Acsl,0.054199001897645704,718,1028,1060
Acsl,0.07327089684829993,716,1032,1088
Acsl,0.07327089684829993,716,1032,1088
Acsl,0.05991003796947525,708,1016,1051
Acsl,0.05991003796947525,708,1016,1051
Acsl,0.07327089684829993,716,1032,1088
Acsl,0.059450361285492415,729,1016,1051
Acsl,0.05991003796947525,708,1016,1051
Acsl,0.05991003796947525,708,1016,1051
CG14767,0.05366323093469927,433,343,373
CG14767,0.053663230935639294,429,343,373
CG14767,0.05366323093469927,433,343,373
DCTN2-p50,0.10357834384038539,381,275,429
CCT8,0.03211260236155178,547,1565,2353
Pgi,0.09591511969351904,559,621,803
Pgi,0.09591511969351904,559,621,803
Pgi,0.09591511969351904,559,621,803
AIMP1,0.08116141119792863,324,196,202
tsu,0.1836859575875311,166,170,240
alc,0.25337931371624245,221,118,174
shrb,0.1160898849929517,227,254,348
VhaAC45,0.08181692775453142,380,436,442
VhaAC45,0.08181692775453142,380,436,442
Non1,0.08169329527612712,653,427,674
Non1,0.08169329527612712,653,427,674
ced-6,0.07052351381539035,518,294,307
ced-6,0.07052351381539035,518,294,307
ced-6,0.07444642028033899,515,290,306
ced-6,0.07052351381539035,518,294,307
ced-6,0.0637393420667351,534,295,311
Urod,0.0842687877626116,357,201,295
RpL31,0.07419596723186972,125,1058,1656
RpL31,0.07419596723186972,125,1058,1656
RpL31,0.07419596723186972,125,1058,1656
Map60,0.12702444518052114,441,311,427
GstT1,0.09779847334422659,229,227,287
Uba1,0.06765362148542786,1192,1784,2519
Uba1,0.06524725547504773,1009,1696,2445
Prosalpha7,0.1552846295384276,254,846,1058
Etf-QO,0.1096230324321276,605,374,602
Etf-QO,0.1096230324321276,605,374,602
eIF3j,0.12439053472072265,237,151,224
eIF3j,0.12439053472072265,237,151,224
TER94,0.04521712537328898,802,3621,5676
TER94,0.043869224659122796,760,3501,5509
TER94,0.04605870782969218,826,3597,5640
TER94,0.045686474961322,827,3601,5642
CG12129,0.06484961517822091,353,261,261
RpLP0-like,0.17870239381621233,257,205,362
14-3-3zeta,0.09081112815003756,249,1396,2075
14-3-3zeta,0.08976638777972945,249,1939,2559
14-3-3zeta,0.08976638777972945,249,1939,2559
14-3-3zeta,0.09674500207314551,249,1963,2519
14-3-3zeta,0.08976638777972945,249,1939,2559
14-3-3zeta,0.08976638777972945,249,1939,2559
14-3-3zeta,0.09674500207314551,249,1963,2519
14-3-3zeta,0.09674500207314551,249,1963,2519
14-3-3zeta,0.09081112815003756,249,1396,2075
14-3-3zeta,0.08976638777972945,249,1939,2559
14-3-3zeta,0.09674500207314551,249,1963,2519
14-3-3zeta,0.09674500207314551,249,1963,2519
Syb,0.15192041384121435,130,127,238
Syb,0.15192041384121435,130,127,238
Syb,0.1341680550596005,153,139,256
Syb,0.23679117101706426,110,106,188
Syb,0.2080222328177166,133,118,206
Prx2540-2,0.23333298157267257,221,176,297
CG11825,0.23237428370053081,101,98,105
CG11825,0.2032325050745306,137,106,108
Prx2540-1,0.23874325356235734,221,242,373
CG12896,0.24026290935470346,221,222,356
RanBPM,0.06930619075043237,599,327,560
CG12895,0.14439142736900223,157,102,123
CG12895,0.14439142736900223,157,102,123
trsn,0.13738760387369447,236,284,398
CG17765,0.10498351973677639,200,286,344
lola,0.0840749696591648,466,234,516
Prosbeta5,0.041809788142437854,283,1002,1134
Prosbeta5,0.041809788142437854,283,1002,1134
RpS15Ab,0.13591530094004883,131,416,785
CG12343,0.18612808759665012,227,175,254
nclb,0.14940918241569945,460,311,472
ND-B14,0.1024523637953535,125,139,189
ND-B14,0.1024523637953535,125,139,189
Rpb5,0.07659607386911005,211,204,309
Rpb5,0.07659607386911005,211,204,309
CG9067,0.18900039247334527,139,90,82
CG13220,0.2160282734490675,154,102,192
CG13220,0.2160282734490675,154,102,192
CG42336,0.12888961754599604,141,80,126
CG42336,0.12888961754599604,141,80,126
Fpps,0.11610675920870317,420,226,320
san,0.06602237952785592,185,575,648
Tapdelta,0.08951726748934852,167,273,449
Tapdelta,0.08951726748934852,167,273,449
Sod3,0.04805185662111222,218,1118,1772
Sod3,0.044170986383345934,244,952,1529
Sod3,0.05275257514957765,182,941,1526
Sod3,0.05275257514957765,182,941,1526
Sod3,0.05275257514957765,182,941,1526
Prip,0.11073963690272925,265,548,780
Prip,0.12811395766077915,269,527,770
Prip,0.13037300632492033,260,524,768
Prip,0.1290934298293327,271,524,766
Roc2,0.16827094910862633,114,66,102
Roc2,0.16827094910862633,114,66,102
wal,0.06624541445560528,331,672,871
wal,0.06624541445560528,331,672,871
ERp60,0.04151984033478201,490,3461,3874
eEF1alpha1,0.0325193669048523,464,10484,13248
eEF1alpha1,0.0325193669048523,464,10484,13248
eEF1alpha1,0.0325193669048523,464,10484,13248
eEF1alpha1,0.0325193669048523,464,10484,13248
PI31,0.122513317141978,271,223,237
PI31,0.122513317141978,271,223,237
PI31,0.122513317141978,271,223,237
PI31,0.122513317141978,271,223,237
PI31,0.122513317141978,271,223,237
RnrS,0.05156122915137462,394,944,1829
128up,0.08090575454928473,369,277,305
Oda,0.10795074696339524,250,1941,2312
Oda,0.11775927729378594,256,2063,2368
Oda,0.10953357065766989,272,1941,2313
SmD3,0.3285894034265171,152,220,372
CCT5,0.06625513324198756,543,1194,1810
CCT5,0.06715637619127479,513,1141,1728
RpS11,0.17385165387246782,156,1082,1738
RpS11,0.18296652681438502,155,870,1318
Cam,0.04353144295687239,150,1660,2065
Cam,0.04353144295687239,150,1660,2065
Cam,0.04353144295687239,150,1660,2065
Cam,0.04918986074082715,150,1643,2032
Cam,0.04918986074082715,150,1643,2032
Tmem18,0.14547149789952196,152,82,124
muskelin,0.04295511246612577,833,564,882
muskelin,0.0449411032621303,854,589,901
muskelin,0.0449411032621303,854,589,901
Iswi,0.06929604807650824,1028,568,786
Iswi,0.06929604807650824,1028,568,786
Iswi,0.06929604807650824,1028,568,786
Nacalpha,0.15646356491823182,218,1272,1877
Nacalpha,0.15646356491823182,218,1272,1877
Nacalpha,0.15646356491823182,218,1272,1877
Nacalpha,0.15646356491823182,218,1272,1877
bic,0.06947506443019075,170,1115,1835
bic,0.06947506443019075,170,1115,1835
Nmda1,0.07349090161288319,317,431,415
Nmda1,0.0722618406800658,325,432,415
Nmda1,0.06835574735208638,314,443,426
Nmda1,0.06835574735208638,314,443,426
Nmda1,0.0722618406800658,325,432,415
Nmda1,0.06835574735208638,314,443,426
Nmda1,0.0722618406800658,325,432,415
Nmda1,0.07349090161288319,317,431,415
Nmda1,0.06835574735208638,314,443,426
NAT1,0.017197100134001886,919,1396,2874
NAT1,0.040745255328758556,1489,2615,5187
NAT1,0.017197100134001886,919,1396,2874
TppII,0.04424308839119509,1355,1083,1825
TppII,0.04416496060600705,1376,1083,1825
TppII,0.04424308839119509,1355,1083,1825
TppII,0.041653778020658616,1442,1092,1833
ND-MWFE,0.14515196488918097,124,217,174
ValRS,0.08590744473301382,1050,576,1000
ValRS,0.08590744473287404,1056,576,1000
ValRS,0.08590744473301382,1050,576,1000
Mp20,0.16686543074519444,185,205,324
Mp20,0.13570177825957486,190,205,311
mEFTu1,0.06148751457565638,490,429,620
mEFTu1,0.06148751457565638,490,429,620
CG33156,0.09955641326855402,454,320,427
CG33156,0.09568833696780898,491,294,407
CG33156,0.09198940712282022,455,291,408
CG33156,0.08274639524250771,376,270,399
CG33156,0.09572177659577075,451,291,405
Roe1,0.1799817128434057,214,149,193
Echs1,0.06260959274866562,296,641,652
Echs1,0.06260959274866562,296,641,652
CG16935,0.11368877851715614,358,292,410
CG16935,0.11368877851715614,358,292,410
mRpL53,0.10648480229045297,156,123,100
Rpn13,0.12715077132889285,390,546,927
Rpn13,0.11653225078460117,425,566,940
Rpn13,0.12715077132889285,390,546,927
Rpn13,0.11653225078460117,425,566,940
Rpn13,0.12715077132889285,390,546,927
Rpn13,0.11653225078460117,425,566,940
Cp1,0.03957959874400441,342,6332,10088
Cp1,0.03883968319109321,372,6334,10088
Cp1,0.050526879919083556,250,4619,7406
Cp1,0.04080228809276287,339,5859,9362
eIF3m,0.09329347389959164,388,282,414
eIF3m,0.09329347389959164,388,282,414
ReepB,0.15748819572541672,179,604,801
ReepB,0.15748819572541672,179,604,801
ReepB,0.13527915092111636,161,515,607
ReepB,0.1351014215017624,154,515,605
mRpS16,0.12346409158283567,130,163,226
RpS23,0.15198142956452088,144,958,1839
RpS23,0.15198142956452088,144,958,1839
Hsc70-5,0.04265282121914221,687,771,1311
Hsc70-5,0.04265282121914221,687,771,1311
Sps1,0.08800751342445146,399,463,718
Sps1,0.08800751342445146,399,463,718
CG30197,0.15585120152132304,114,58,82
Sec61beta,0.22333735797173626,101,295,367
Rpn6,0.0502898023996321,423,1281,2108
Rpn6,0.0502898023996321,423,1281,2108
Rpn6,0.0484027807666183,440,1294,2122
ave,0.3214195370820445,107,64,66
ND-B15,0.208727014411609,114,180,245
mRpL41,0.2066204936136254,167,144,203
dup,0.07109719258035951,744,480,1091
dup,0.07109719258035951,744,480,1091
SRPK,0.14154145598656154,765,441,564
SRPK,0.14154145598656154,765,441,564
SRPK,0.1391675852116373,608,365,511
Vha36-1,0.0687199602335356,247,472,612
Vha14-1,0.09473618312853938,125,243,294
Mlf,0.07147340166703098,375,453,612
Mlf,0.054501711639926675,289,436,600
Mlf,0.04373312789749238,310,476,644
Mlf,0.06713834652778228,274,405,565
Mlf,0.05299903763673741,377,493,656
Mlf,0.048673210236362285,350,427,581
Mlf,0.05879501020292288,309,436,600
Mlf,0.048673210236362285,350,427,581
ATPCL,0.059663790794976856,1113,816,1091
ATPCL,0.05221084627449568,1096,796,1084
ATPCL,0.05221084627459083,1097,796,1084
ATPCL,0.059663790794976856,1113,816,1091
Ufc1,0.1742622530455073,165,85,105
Prosbeta1,0.14116074577577353,225,1049,1465
EMC7,0.11383166999476574,246,371,377
Rho1,0.09527166049910629,193,483,649
Rho1,0.09527166049910629,193,483,649
Rho1,0.09527166049910629,193,483,649
Rho1,0.09527166049910629,193,483,649
Rho1,0.09527166049910629,193,483,649
Rho1,0.09527166049910629,193,483,649
Got1,0.10468569931610266,438,362,469
Got1,0.10498167890840562,417,362,469
CysRS,0.05417867328868309,742,409,541
Lis-1,0.061566238036786125,412,466,664
Lis-1,0.061566238036786125,412,466,664
Lis-1,0.061566238036786125,412,466,664
Lis-1,0.061566238036786125,412,466,664
CG8441,0.11055489655420447,254,172,224
CG8441,0.11055489655420447,254,172,224
CG44243,0.08817639532587296,397,247,288
CG44243,0.08817639532587296,397,247,288
Khc,0.0565100694637915,976,648,1217
Vha44,0.08978453546401971,443,454,513
Vha44,0.08599994786514686,837,454,513
Vha44,0.08599994786514686,837,454,513
Vha44,0.09113500642102346,389,454,513
Vha44,0.09113500642102346,389,454,513
Sema2a,0.11225297018772962,698,431,498
Sema2a,0.10323630556804109,725,452,527
Sema2a,0.10323630556804109,725,452,527
Sema2a,0.10323630556804109,725,452,527
RpS15,0.15116677681159058,149,1263,1920
RpS15,0.14722374215533468,148,1249,1881
RpLP2,0.14468837729992057,114,799,2279
Idgf6,0.0857301405334458,453,834,782
Idgf6,0.0857301405334458,453,834,782
Sod2,0.08079318441846162,218,359,465
Sod2,0.08079318441846162,218,359,465
Dek,0.086819336844987,613,456,753
Dek,0.09159608082431125,664,510,826
Dek,0.09125802797138216,668,510,826
Dek,0.09159608082431125,664,510,826
Dek,0.09307292645523324,670,510,830
eEF1beta,0.19394489934172437,223,678,717
eEF1beta,0.19394489934172437,223,678,717
ste24a,0.12138207805420725,452,366,422
CG8963,0.0665094462931679,560,477,857
CG8963,0.07270545949363183,521,450,806
CG8963,0.0665094462931679,560,477,857
CG8963,0.0665094462931679,560,477,857
GstS1,0.10447738908830562,250,175,230
GstS1,0.10447738908824544,251,175,230
GstS1,0.10447738908830562,250,175,230
GstS1,0.10447738908830562,250,175,230
CG10939,0.09306498241002426,297,476,786
Prosalpha5,0.044099264405456085,245,1049,1248
Prosalpha5,0.044099264405456085,245,1049,1248
Bap55,0.060416659622645974,426,307,402
CG4866,0.11499546976681957,182,176,263
eIF3b,0.06986327285802596,691,1374,1951
eIF3b,0.06986327285802596,691,1374,1951
RpL18A,0.10641537263572776,178,1009,1522
CG14480,0.26641448444114385,250,142,169
CG14480,0.26641448444114385,250,142,169
Ns2,0.09520001797052374,675,375,454
icln,0.11295242309377013,216,176,247
eIF3c,0.05884836951853267,911,796,1225
eIF3c,0.05884836951853267,911,796,1225
P32,0.11951527376226784,264,429,580
OstDelta,0.05587483730695342,634,414,446
OstDelta,0.060707194491059324,635,420,449
Ubc10,0.2267192588454101,155,135,197
Mapmodulin,0.18240215529903048,262,370,613
Mapmodulin,0.18240215529903048,262,370,613
Mapmodulin,0.1702372409047223,364,377,615
Mapmodulin,0.1702372409047223,364,377,615
pAbp,0.032080414786681305,635,1510,2238
pAbp,0.032080414786681305,635,1510,2238
pAbp,0.032080414786681305,635,1510,2238
lolal,0.14457457676266797,128,140,161
lolal,0.14457457676266797,128,140,161
lolal,0.14457457676266797,128,140,161
lolal,0.14457457676266797,128,140,161
lolal,0.14457457676266797,128,140,161
lolal,0.14457457676266797,128,140,161
lolal,0.14457457676266797,128,140,161
lolal,0.14457457676266797,128,140,161
Ote,0.0739560056947995,425,543,724
pen-2,0.18664001555025828,102,108,102
pen-2,0.18664001555025828,102,108,102
GstE1,0.10541933193634723,225,155,283
GstE6,0.07626319566910633,223,654,1019
Dp1,0.08436223782733593,1302,1794,2560
Dp1,0.08436223782733593,1302,1794,2560
Dp1,0.08436223782733593,1302,1794,2560
Dp1,0.08436223782733593,1302,1794,2560
Dp1,0.08436223782733593,1302,1794,2560
Dp1,0.08436223782733593,1302,1794,2560
Dp1,0.08436223782733593,1302,1794,2560
CG5174,0.11024393106947428,210,462,750
CG5174,0.15103845232391225,167,352,601
CG5174,0.14349155728681978,187,368,627
CG5174,0.1135876975259313,189,446,724
CG5174,0.1143930309428243,203,446,724
CG5174,0.10909926939373649,209,462,750
CG5174,0.10874258770952143,223,464,756
CG5174,0.0752107021957934,356,429,725
CG5174,0.07323491874648336,366,431,731
CG5174,0.0732349187493547,370,431,731
Ttd14,0.09174093449781617,516,384,457
Ttd14,0.09052368722033063,472,383,457
Ttd14,0.09767544168922901,476,372,452
CG5189,0.11623637598862269,126,76,106
CG5189,0.11623637598862269,126,76,106
Prp19,0.1031787367862154,506,332,498
CG5323,0.20821687721856347,147,93,178
Eip55E,0.036525923370887725,394,365,436
Eip55E,0.036525923370887725,394,365,436
zda,0.08982663804391683,398,283,368
zda,0.08982663804391683,398,283,368
zda,0.08982663804391683,398,283,368
zda,0.08982663804391683,398,283,368
CG30122,0.03957070906279753,1272,721,1385
CG30122,0.03930884247713956,1272,721,1386
CG30122,0.039308842477326245,1273,721,1386
Jabba,0.14131519663550823,439,1381,1575
Jabba,0.13524489272014306,538,1376,1552
Jabba,0.13380387641409142,407,1362,1515
Jabba,0.14131519663550823,439,1381,1575
Jabba,0.14869100002947833,389,1331,1521
Jabba,0.13779108830100462,561,1384,1577
Jabba,0.16007471897951536,368,1258,1448
Jabba,0.1496761499258435,321,1251,1394
Phb2,0.07862682117527617,304,877,1388
Phb2,0.07779086233884794,300,878,1395
Phb2,0.07779086233884794,300,878,1395
Phb2,0.07779086233884794,300,878,1395
Phb2,0.07779086233884794,300,878,1395
Phb2,0.07655404351955979,339,877,1404
CG15098,0.1395033169296021,187,848,1268
CG15083,0.24705242200533806,151,112,152
MetRS,0.057749437605665865,1023,564,846
CG18190,0.07468043708691485,249,675,1142
Fkbp12,0.08972331487461449,109,2450,2511
CG7461,0.11161212753523958,628,787,1108
CG7461,0.11161212753523958,628,787,1108
RpL11,0.14453454121742748,185,1101,1557
RpL11,0.14453454121742748,185,1101,1557
EloC,0.3142994097403752,118,139,194
EloC,0.3142994097403752,118,139,194
betaTub56D,0.08521808773554351,457,3742,4240
betaTub56D,0.07858109885803832,448,3851,4416
TBCB,0.0975180720010575,245,208,205
Hacl,0.0847644887357567,569,436,604
PCNA,0.0919006554053946,261,1290,1762
PCNA,0.0919006554053946,261,1290,1762
plu,0.1619157885120472,175,139,139
RpS18,0.039254637955155755,153,1179,2115
RpS18,0.039254637955155755,153,1179,2115
HnRNP-K,0.08460553623839617,414,316,560
HnRNP-K,0.07542259752439673,497,404,690
HnRNP-K,0.0804264703206583,494,391,654
HnRNP-K,0.08102713701354836,503,408,698
HnRNP-K,0.07542259752439673,497,404,690
HnRNP-K,0.14267136053600538,316,223,414
maf-S,0.17835458323041237,133,236,272
maf-S,0.1783545832286601,138,236,272
exu,0.05865421288837991,533,1568,2155
exu,0.05865421288837991,533,1568,2155
exu,0.05865421288837991,533,1568,2155
exu,0.05865421288837991,533,1568,2155
Act57B,0.04902964160703749,377,631,843
Prosalpha3,0.08006974427312119,265,701,998
ND-B14.7,0.23592398840540257,171,148,225
cpa,0.20220823512511737,287,245,523
mRpL54,0.07841606733766737,133,99,118
CG10527,0.28318617621967024,297,198,977
Treh,0.02904824333479039,561,483,799
Treh,0.02904824333479039,561,483,799
Treh,0.02904824333479039,561,483,799
Treh,0.02904824333479039,561,483,799
Treh,0.03866316007784798,516,460,768
Treh,0.028473918549565075,597,480,791
Treh,0.028473918549565075,597,480,791
CG4038,0.12872804631692603,238,298,492
mago,0.18876320653814205,148,207,294
Xbp1,0.08974531879620593,308,201,224
LSm1,0.14211619973700618,138,120,152
Sdc,0.07468153242012579,323,295,376
Sdc,0.09167511590489269,495,404,535
Sdc,0.07851656339794923,267,248,360
Sdc,0.09519549937118243,227,281,370
Sdc,0.07979753232343806,400,390,529
Sdc,0.07867882862329267,409,394,534
Sdc,0.09167511590503136,496,404,535
Sdc,0.08054792623885915,399,390,529
CG10433,0.1413519047074085,128,65,113
CG10433,0.1413519047074085,128,65,113
ND-B12,0.18215269984121624,111,125,190
ND-B12,0.18215269984121624,111,125,190
ND-B12,0.18215269984121624,111,125,190
ND-B12,0.18215269984121624,111,125,190
ND-B12,0.18215269984121624,111,125,190
Rae1,0.17982792807952622,347,282,337
eIF3k,0.055511798882276364,223,258,459
HmgZ,0.21423053738023995,112,300,611
HmgZ,0.21423053738023995,112,300,611
HmgZ,0.21423053738023995,112,300,611
HmgZ,0.21423053738023995,112,300,611
HmgD,0.1373083022413934,113,1353,2309
HmgD,0.1373083022413934,113,1353,2309
HmgD,0.1373083022413934,113,1353,2309
HmgD,0.1373083022413934,113,1353,2309
Snp,0.12010562084126669,224,136,154
Snp,0.12419881599378779,282,167,183
Snp,0.12010562084126669,224,136,154
Snp,0.12010562084126669,224,136,154
Gp150,0.028707480359268525,1052,2462,3584
Gp150,0.028707480359268525,1052,2462,3584
Gp150,0.028707480359268525,1052,2462,3584
Gp150,0.02923910103678623,1045,2448,3572
Gp150,0.025130382891501407,1077,2472,3591
Gp150,0.028707480359268525,1052,2462,3584
babos,0.13242542853351957,197,193,275
babos,0.13242542853351957,197,193,275
qkr58E-3,0.1022793389783665,318,241,303
qkr58E-3,0.1022793389783665,318,241,303
qkr58E-3,0.1022793389783665,318,241,303
RpS16,0.18660877590197766,149,634,1301
RpS16,0.18660877590197766,149,634,1301
bonsai,0.14838094628444964,281,247,359
RpS24,0.08404477553487305,132,1271,1898
CG2852,0.06486212527284868,206,3743,3980
CG2852,0.06486212527284868,206,3743,3980
CG42565,0.13215315173726516,136,127,245
CG42565,0.13215315173726516,136,127,245
CG4250,0.09869377642683225,122,108,211
CG4250,0.0986937764421244,135,108,211
blw,0.05779783589595702,553,5818,8586
CycB,0.08295139643566685,501,480,746
CycB,0.0930540930885797,525,514,852
CycB,0.11044831075212519,529,524,890
CycB,0.110448310752087,531,524,890
RpL23,0.11840669964064165,141,633,1069
EMC8-9,0.0779087419021216,204,225,305
CNBP,0.13241997477196155,166,638,887
CNBP,0.13241997477196155,166,638,887
l(2)k09913,0.07385185913760817,289,252,357
l(2)k09913,0.06653647135694374,389,295,421
l(2)k09913,0.06653647135697338,390,295,421
l(2)k09913,0.06653647135697338,390,295,421
l(2)k09913,0.06653647135697338,390,295,421
l(2)k09913,0.06653647135697338,390,295,421
l(2)k09913,0.07712835206542346,317,252,357
